NumeroContrato,ValorFace_Internal,ValorAquisicao_Internal,NumCessions,FundAlias,FundUserId,DataReferencia,CodCnpj,NomeFundo,CnpjSacado,NomeSacado,TipoProduto,TaxaCessao,ValorAquisicao_Fund,ValorPresente,ValorFace_Fund,DataAquisicao,DataVencimento,RatingContrato,DiasAtraso,ValorDesembolso,Bandeira,Banco,Agencia,Conta,Prazo,PrazoAtual,Reverse
2748f568-a69c-4fed-bf7d-cb497039cfb4,35.42,31.34,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,8561701000101,PAGSEGURO INTERNET INSTITUICAO DE PAGAMENTO S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.162345061320803,31.34,31.6407850834,35.42,2025-05-08,2026-02-27,AA,0,31.34,Visa,1,208,8630592,205,189,0.0
d8367f80-34af-4774-9cb4-1e8ab5a52ba1,426.42,382.03,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,1181521000155,BANCO COOPERATIVO SICREDI S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.162473808923309,382.03,385.6992383749,426.42,2025-05-08,2026-01-27,AA,0,382.03,Visa,1,208,8630592,184,168,0.0
600c6e49-4afb-4415-8699-be303175373c,20932.370000000003,19413.05,9,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,4814563000174,BANCO AFINZ S.A. BANCO MULTIPLO,CSC de arranjo de pagamento banco emissor confirmado,0.162650704795176,19413.05,19599.6935774142,20932.37,2025-05-08,2025-11-03,AA,0,19413.05,Visa,1,208,8630592,125,110,0.0
d6807687-6334-4b06-b289-674e1ce62649,13126.46,12648.72,8,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,1722480000167,QUERO-QUERO VERDECARD INSTITUICAO DE PAGAMENTO S.A,CSC de arranjo de pagamento banco emissor confirmado,0.162630049825174,12648.73,12755.0616933431,13126.46,2025-05-12,2025-08-07,AA,0,12648.73,Elo,1,208,8630592,62,48,0.0
1a8eaf53-2fd4-4412-b745-c84d7438fa0e,221.93,194.05,3,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,60746948000112,BANCO BRADESCO S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.160708945436298,194.05,196.7075074256,221.93,2025-04-28,2026-03-20,AA,0,194.05,Mastercard,1,208,8630592,227,204,0.0
f4ae3ae9-fb6b-4cc2-b8b2-6b0dfa483084,855.66,805.95,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,60701190000104,ITAU UNIBANCO S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.162793751169786,805.95,810.3030645104,855.66,2025-05-19,2025-10-07,AA,0,805.95,Mastercard,1,208,8630592,100,91,0.0
02eb0197-8fa5-48c6-a3ce-0d6320cac15e,4062.88,3722.93,4,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,60701190000104,ITAU UNIBANCO S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.16279523281897,3722.92,3743.0282551147,4062.88,2025-05-19,2025-12-11,AA,0,3722.92,Mastercard,1,208,8630592,146,137,0.0
da52b2c0-9cbe-4f5a-9cd3-905864e72d25,19700.019999999997,18081.26,16,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,1858774000110,BANCO BV S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.161892738425639,18081.27,18297.8826966007,19700.02,2025-05-02,2025-11-24,AA,0,18081.27,Visa,1,208,8630592,144,124,0.0
05358359-668a-4d4e-8d3b-368b0fb3b438,12.18,10.65,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,9089356000118,EFI S.A. - INSTITUICAO DE PAGAMENTO,CSC de arranjo de pagamento banco emissor confirmado,0.162233534466163,10.65,10.8229419592,12.18,2025-04-22,2026-03-12,AA,0,10.65,Visa,1,208,8630592,225,198,0.0
34fd2f58-9eb1-4bfe-94da-87de19588bc5,36854.92,34661.37,13,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,2206577000180,LUIZACRED S.A. SOCIEDADE DE CREDITO FINANCIAMENTO,CSC de arranjo de pagamento banco emissor confirmado,0.16198797302773,34661.36,35097.7332112812,36854.92,2025-04-30,2025-09-24,AA,0,34661.36,Visa,1,208,8630592,102,82,0.0
