NumeroContrato,HasDifferences,ValorAquisicao_Internal,ValorAquisicao_Fund,ValorAquisicao_Difference,ValorAquisicao_Diff_Percent
32b96043-a15c-401a-b13f-2e3ac6149099,True,46185.290000000015,46185.23,0.06000000001222361,0.00012991166226134114
32bf86ca-ef4b-47cd-85aa-067b03e82e75,True,1578.16,1571.26,6.900000000000091,0.4391380166236072
32cc35ee-726e-4610-926a-2d5b58d1e477,True,190194.85000000015,190194.79,0.060000000143190846,3.1546605531724e-05
3348c64a-c3c7-436c-95ad-fdd619105709,True,9722.95,9722.46,0.4900000000016007,0.005039876739031076
3359754f-0a15-4594-8527-2520f799d61b,True,66.48,223.15,-156.67000000000002,70.20838001344387
33997e3e-0cc5-4cb5-8551-f3d32c6c34b0,True,271802.5500000001,271802.5,0.05000000010477379,1.839571015894769e-05
33e70ce6-1fba-4daf-8790-a118278401fc,True,38781.9,38781.84,0.06000000000494765,0.00015471158667290582
346787be-d85d-495b-b320-2ecd6cddbee8,True,195.46,239.84,-44.379999999999995,18.50400266844563
346ab958-c092-448d-839e-8f417b839a30,True,694844.3100000006,694844.24,0.07000000064726919,1.007420031966721e-05
34b3fac3-1635-47f2-8437-a9c5579eecd1,True,42371.61000000001,42371.67,-0.059999999990395736,0.00014160404815386255
34e361c0-4397-4d45-98cf-e76a851311dd,True,37.24,37.4,-0.1599999999999966,0.42780748663100693
353a5f77-3c8e-414a-b7a6-a1ffc0ef3a29,True,2916.32,2917.01,-0.6900000000000546,0.023654358401241495
3541c9a2-7c0e-48e6-9b21-e1b7273dc6bc,True,48885.68,48885.63,0.05000000000291038,0.00010227954514017798
3542e461-bd36-4fbd-b7a3-173923b5caba,True,98947.68999999996,98947.75,-0.06000000004132744,6.0638064070509373e-05
3548b912-0c2c-4cb1-b315-958ad879635d,True,134461.56999999998,134461.64,-0.07000000003608875,5.2059457281711524e-05
35675d10-e92d-4ac5-8155-e51fe8c243c1,True,64024.820000000014,64024.88,-0.05999999998311978,9.371356882374443e-05
356fc1e2-50e0-4862-9b5f-c9e2f35baea4,True,133324.18999999994,133324.25,-0.060000000055879354,4.50030658757723e-05
35d7c011-4690-464d-97ab-983d685ed3bc,True,138825.74,138825.82,-0.08000000001629815,5.762616782403889e-05
3614ebd3-914a-4392-84a7-b9727a173764,True,178299.19999999992,178299.25,-0.05000000007566996,2.8042742790937126e-05
36dc0649-ac9a-4580-a2d3-09a81321438a,True,336255.50999999995,336255.45,0.05999999993946403,1.784357694112141e-05
3715c800-a2a3-4565-a0ff-39b02ffe0984,True,101.25,100.87,0.37999999999999545,0.3767225141270898
3721d7bb-7772-4cea-9239-1d0d7ebc5851,True,7845.27,7845.69,-0.41999999999916326,0.0053532576484562
37721738-c8d7-4317-8832-faa3c92ba17d,True,77568.97,77567.85,1.1199999999953434,0.0014438971816227255
37962acd-b239-40a9-b0ea-39a8b068abc2,True,109425.45,109425.37,0.08000000000174623,7.310918848320662e-05
37bd2de6-eccb-4659-9d37-fcf0ff928c52,True,33.21,33.16,0.05000000000000426,0.1507840772014604
38269707-9c45-4bc9-839b-70382e82e9c7,True,30.07,218.54,-188.47,86.24050517067813
385fd94d-7286-443a-bf1e-5d312c1af399,True,51036.810000000005,51032.31,4.500000000007276,0.008817942985546365
3883ebe7-cc1a-4cfe-9202-ae16f8be6677,True,357185.28,357185.17,0.11000000004423782,3.079635138386004e-05
38944edf-0d8c-4f01-ac2d-bf2711e70ec1,True,375.1,375.98,-0.8799999999999955,0.23405500292568632
38ac4f15-1d10-4bbf-93dc-632569cf80dc,True,79823.88999999998,79823.96,-0.07000000002153683,8.76929684038938e-05
38c0e75a-2421-486b-aed5-7e6cee2440e6,True,28526.58,28530.37,-3.789999999997235,0.013284089901383106
39325164-67d0-4b2d-b2aa-0fb6d9c8d9fe,True,904.32,902.4,1.9200000000000728,0.2127659574468166
3932b45a-3ee3-4d89-aee2-b7da26d08cd2,True,73777.56000000001,73777.63,-0.069999999992433,9.487970810723115e-05
395d9450-0835-420d-bce2-596fa3b39b81,True,378.24,377.45,0.7900000000000205,0.20929924493310914
39f52b2f-c766-4e20-b711-189e51d26512,True,8070.85,8110.59,-39.73999999999978,0.4899766848034457
3a3d6239-3752-4e34-b40c-98472c7bfe2d,True,283953.17999999993,283953.12,0.05999999993946403,2.1130248521116456e-05
3a4a6a97-96fc-4614-b945-3569370d48f0,True,16219.3,16219.0,0.2999999999992724,0.0018496824711712954
3a508226-1a7a-48ea-9de6-2c37d27a8032,True,151250.84,151250.9,-0.059999999997671694,3.966918543801835e-05
3ab5c36b-c285-41bf-8bd7-f5d43f0ad5a8,True,34512.229999999996,34513.81,-1.5800000000017462,0.004577877666944757
3b9f53d0-b6c5-4487-9607-3210f3615ba5,True,407.89,406.36,1.5299999999999727,0.3765134363618399
3beb74cd-a1a8-4fc4-b555-03ca1a4a9d23,True,555.17,557.39,-2.2200000000000273,0.39828486338112046
3c0f962d-b360-4f4e-9195-e5064f54f44e,True,5679.120000000001,5681.09,-1.9699999999993452,0.03467644413306857
3c1da2dc-7bfa-4847-a21b-3452bea961c2,True,89701.01999999999,89700.96,0.05999999998311978,6.688891622020519e-05
3c63922c-c246-4896-94e4-d5c9911d0f79,True,16159.77,16210.77,-51.0,0.31460566031101544
3ca9357e-1a76-4a41-ac4e-510f460aa39e,True,106.01,105.89,0.12000000000000455,0.11332514873926203
3d0e5069-06ca-43a5-a68c-e0fe8e1e28c4,True,11806.3,11862.51,-56.210000000000946,0.47384575439768606
3d171a31-b8a4-492d-953c-463778fc5858,True,490241.6799999999,490241.54,0.13999999989755452,2.855735152462897e-05
3da81a3c-5205-4582-ae1b-12a8f255eaf7,True,250219.7599999999,250219.81,-0.05000000010477379,1.9982430689550036e-05
3e796316-3e45-4b9a-a19a-5245f55a1b76,True,13306.53,13255.67,50.86000000000058,0.3836848684374353
3e9c6cbf-bebd-48cb-aa10-ce6ea56c1713,True,153961.68,153961.62,0.059999999997671694,3.897075128052803e-05
3ea3df17-7ced-4795-989a-68754145890b,True,65900.93,65900.98,-0.05000000000291038,7.587140586211371e-05
3ee7c1c1-41c4-44c2-bbdb-31b9a5925659,True,124.29,123.75,0.5400000000000063,0.4363636363636414
3f0a39db-ad93-4148-8d58-94f2047ce82d,True,684.21,682.17,2.0400000000000773,0.2990456924227212
3f2e7722-6bc4-4c67-a4c3-4c08f315144a,True,9496.43,9491.6,4.829999999999927,0.05088710017278359
3f67aba7-ef6f-4a39-ab13-e57091ff0468,True,18301.99,18301.57,0.42000000000189175,0.0022948850836397735
4034f23c-4669-4cce-9923-99c9021dec2c,True,198375.6800000002,198375.74,-0.05999999979394488,3.0245633762447405e-05
40aa99e1-1936-40d4-b711-a4171bf25adb,True,338917.29000000015,338917.24,0.05000000016298145,1.4752864198640782e-05
40b5a99a-faf0-4a6a-a20b-1b028756280b,True,14230.069999999994,14230.13,-0.06000000000494765,0.00042164056129457466
4109784c-ff5a-4f4c-bb83-ac7fbaefdf9b,True,9732.61,9732.91,-0.2999999999992724,0.0030823258408766998
414c3b77-86a1-47bf-9fef-04e47243330a,True,87622.35999999999,87622.28,0.07999999998719431,9.130097959924612e-05
417a42f0-6032-4e62-bb3d-4f5419b12db5,True,2577.51,2579.47,-1.9599999999995816,0.07598460148788634
422fab9d-c2e5-439a-89b5-fcae52ada751,True,1636.04,1628.89,7.149999999999864,0.43894922309056245
42a76e83-0dcd-4e98-9c64-7c5ab12cdec7,True,968844.9599999998,968845.01,-0.05000000016298145,5.160784196326866e-06
42b57b88-c992-4f6f-8355-152b593e84a0,True,539.89,607.95,-68.06000000000006,11.19499958878198
430706ac-27ff-4925-a493-6f84c6751e71,True,10583.27,10567.21,16.06000000000131,0.15197956698126858
432b0418-3d6d-4bf9-bad2-3756c9667577,True,27724.45,27724.51,-0.059999999997671694,0.00021641500606384639
43a285d6-2ed7-4ff7-94cc-d189bc4b4f3f,True,642717.1999999998,642717.14,0.05999999982304871,9.335366382643648e-06
43e524b3-1940-44f3-9f62-952d5924dd8e,True,395354.37999999995,395354.3,0.07999999995809048,2.0235014506757732e-05
441c15c3-e2cf-4e6d-9bbb-dd6d31c05661,True,626.45,629.14,-2.689999999999941,0.4275677909527198
443e9796-2d14-44ca-86fb-790e7066c264,True,835390.1600000007,835390.22,-0.0599999992409721,7.18227216509335e-06
447b3d12-e926-411f-a07d-97966cf09ed4,True,55229.95000000002,55229.9,0.0500000000174623,9.053067272883401e-05
44988b67-7c2f-4afb-85e8-be4fe250af36,True,586.68,585.74,0.9399999999999409,0.16048075938128536
44bb3b54-b3e4-4a88-8601-3a2db6b47227,True,11083.400000000005,11083.35,0.05000000000472937,0.0004511271412048647
45366899-7add-43ec-b5e9-f7ed94a655ce,True,120.52,121.03,-0.5100000000000051,0.4213831281500497
4538663a-f396-4138-ac44-bb013ef72eb1,True,63.1,62.79,0.3100000000000023,0.49370918936136693
453d6bbc-e927-4073-88bb-0e720b9a7a98,True,2120.0099999999998,2120.26,-0.25000000000045475,0.011791006763342925
4551eb74-e9eb-4ac9-8682-c6f79b9eba63,True,82404.84,82404.78,0.059999999997671694,7.281131021485853e-05
