NumeroContrato,ValorFace_Internal,ValorAquisicao_Internal,NumCessions,FundAlias,FundUserId,DataReferencia,CodCnpj,NomeFundo,CnpjSacado,NomeSacado,TipoProduto,TaxaCessao,ValorAquisicao_Fund,ValorPresente,ValorFace_Fund,DataAquisicao,DataVencimento,RatingContrato,DiasAtraso,ValorDesembolso,Bandeira,Banco,Agencia,Conta,Prazo,PrazoAtual,Reverse
1c2b4a65-1c77-4ce0-bc39-7bd39893e2b7,277479.2099999999,264312.51999999996,31,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,90400888000142,BANCO SANTANDER (BRASIL) S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.161135826434747,264312.51,267941.2519915708,277479.21,2025-04-28,2025-08-22,AA,0,264312.51,Mastercard,1,208,8630592,82,59,0.0
34b88791-dafc-48a3-b9d2-71c6e803497a,2004.2900000000002,1793.1100000000001,8,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,16581207000137,DM INSTITUICAO DE PAGAMENTO S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.162808196180467,1793.12,1809.2919267209,2004.29,2025-05-09,2026-01-30,AA,0,1793.12,Mastercard,1,208,8630592,186,171,0.0
cfee10d2-0969-4a11-aadc-64661f280292,37.73,37.26,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,7314204000146,VOX INSTITUICAO DE PAGAMENTO S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.162324670039554,37.26,37.6175602755,37.73,2025-05-08,2025-06-06,AA,0,37.26,Elo,1,208,8630592,21,5,0.0
204dfcfa-251a-4152-a3b6-d59507b909fe,182.71,176.24,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,17184037000110,BANCO MERCANTIL DO BRASIL SA,CSC de arranjo de pagamento banco emissor confirmado,0.160606023548542,176.24,178.6521542388,182.71,2025-04-28,2025-07-24,AA,0,176.24,Elo,1,208,8630592,61,38,0.0
27144a51-2d46-4549-80c2-9d17f3bfa158,136.89,128.94,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,23862762000100,WILL FINANCEIRA S.A. CREDITO FINANCIAMENTO E INVE,CSC de arranjo de pagamento banco emissor confirmado,0.160998102909105,128.94,130.7862523684,136.89,2025-04-25,2025-09-17,AA,0,128.94,Mastercard,1,208,8630592,101,77,0.0
8000aed4-8e0a-4fd9-8313-7b6ffdb7d12f,3949.2799999999997,3532.75,6,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,33923798000100,BANCO MASTER S/A,CSC de arranjo de pagamento banco emissor confirmado,0.162064664094477,3532.75,3549.635082942,3949.28,2025-05-20,2026-02-11,AA,0,3532.75,Visa,1,208,8630592,186,179,0.0
3cf7f340-63ac-4953-aad8-9f966026c259,3258.38,3103.9800000000005,5,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,90400888000142,BANCO SANTANDER (BRASIL) S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.163030185148993,3103.98,3124.5106758409,3258.38,2025-05-15,2025-09-08,AA,0,3103.98,Visa,1,208,8630592,81,70,0.0
bbf14d67-2e61-49e9-b08d-ad592fe0ab84,285.86,255.77999999999997,2,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,1858774000110,BANCO BV S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.161638481329384,255.78,258.8397354921,285.86,2025-05-02,2026-01-26,AA,0,255.78,Elo,1,208,8630592,187,167,0.0
c2245d97-8674-470e-a264-6467afb0e753,127.07,121.96,1,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,191,BANCO DO BRASIL SA,CSC de arranjo de pagamento banco emissor confirmado,0.161722078709191,121.96,123.3462408129,127.07,2025-05-05,2025-08-11,AA,0,121.96,Visa,1,208,8630592,69,50,0.0
0bcf2626-dfe4-46b3-9def-a7488add8d1e,1033.14,1013.6999999999999,5,pi,33581257,2025-05-30,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CRE,90400888000142,BANCO SANTANDER (BRASIL) S.A.,CSC de arranjo de pagamento banco emissor confirmado,0.161359356361812,1013.7,1023.3738407835,1033.14,2025-05-08,2025-06-24,AA,0,1013.7,Visa,1,208,8630592,32,16,0.0
