id,internal_face_value,fund_face_value,internal_acquisition_value,fund_acquisition_value
4b1e5272-18d6-45aa-81a6-858fa8652aa8,,,7.1,7.11
4b2290e9-a922-4742-88b4-1f48a28aafd6,,,27697.2,27697.19
4b2abe6d-845a-4b63-8d7b-116823ed6644,,,22679.839999999997,22679.85
4b3d9125-cf01-4a09-926d-742b2cd1eb48,,,31759.230000000003,31759.22
4b4aeddf-248d-4a6f-8178-3db0b760b85f,,,10787.48,10787.47
4b509ceb-1a5e-4ff5-8369-a2c3b60fb221,,,255073.4699999999,255073.5
4b50ce5e-7e0a-4a73-a986-76a78f7bd290,,,11958.19,11958.18
4b67349a-c3c3-4874-a22c-6a9a87a10751,,,11471.31,11471.29
4b6e82ca-bc20-4173-bd72-40d908b0a045,,,4761.73,4761.74
4b7d4808-39d4-4f96-8669-1916d3716248,,,4375.05,4375.06
4b857489-e194-46f2-bc25-695dfec238dc,,,11593.28,11593.27
4b8b8a35-c217-4b72-953c-a02da7633334,,,4300.61,4300.62
4b8c6caf-3c17-44b2-bba0-7b9a705c5cbb,,,89059.89,89059.91
4b936cbd-b2d4-4abd-b86b-3499e6073180,,,46020.26,46017.79
4b9d7378-882d-49ee-867c-c601021745aa,,,19965.22,19965.21
4ba9aa51-dada-4187-8b8b-eaf5e415c21f,,,26515.689999999995,26515.7
4bae8401-6e7b-4d5e-915d-17f94a175049,,,86317.94,86317.93
4bbc4241-4f12-492e-8403-066e1fbe988b,,,219862.05,219862.04
4bbdaa1a-b1c2-4129-a0b7-666c682be673,,,6884.94,6884.95
4bc1dfeb-7d9c-4573-b86d-b7602d59d496,,,895346.99,895347.0
4bc3662c-4389-4f95-95ee-e838f6a4ed81,,,44385.18,44385.17
4bc56847-51dc-4454-ab07-5173a05952a9,,,789.0000000000001,788.99
4bdb28f5-a909-42df-9fdc-8eb52517750d,,,2087.31,2087.32
4bdd22d5-3627-43be-b8dc-bce1b89594be,,,201686.80000000005,201686.79
4bde1ed3-876e-485a-acba-05d18019b52b,,,1318465.08,1318465.13
4be2ded4-fb63-4cb8-b00e-52d2f21aa29c,,,202565.42,202565.41
4be9ccde-3aec-4460-abe1-4b2d3211d7f4,,,2654.85,2654.86
4bf2d2c1-fd14-433c-b3d4-944e19187a4c,,,2476.51,2476.5
4bf602e2-41d1-42c0-8d2c-7ab14483cdb8,,,3274.12,3274.13
4bf9dc29-372d-47b8-81e4-0023ca208b68,,,10514.98,10514.97
4c043c08-bccf-4f14-bbac-dd56c79c413e,,,8283.92,8283.93
4c07760b-776f-44ab-b88b-95099226bbc6,,,369877.8,369877.76
4c0afc92-50ca-457b-b74a-60513fac7e62,,,38183.07,38183.08
4c0ca628-6935-4ac6-b4a8-b6cbbff9dcda,,,16339.239999999998,16339.25
4c0d3bf6-d56a-427f-8d37-7e8af3f8d0e2,,,97124.22,97124.24
4c1c3e9a-8d72-4e7e-9b8f-661d9b19d0bb,,,4819.07,4819.08
4c2d044b-0953-4584-9678-540b81083d1d,,,143915.69000000003,143915.68
4c2de5f1-d618-479d-93c0-e0662dba191e,,,11006.52,11006.53
4c4da0d7-540c-450b-9950-bd161eb1d900,,,22308.27,22308.26
4c529532-453d-44d6-bf2e-addaae9250c4,,,15887.92,15887.91
4c549ab4-7ef1-4fe0-8201-a3ca7e000d85,,,1924.38,1924.36
4c5bea4f-ae44-48c1-a60b-d02b341c492d,,,261441.19999999995,261441.17
4c736efb-045f-46df-8868-b9e3e8ea8d5e,,,8824.45,8824.43
4c7679af-8fc0-49ce-84f7-fe7736785ec6,,,99.26,99.25
4c7eac0f-cfdb-4122-ae89-6e1dca846275,,,4509.349999999999,4509.36
4c81e2c8-1457-4402-847d-01bdd5373345,,,50784.73,50784.72
4c85dcd4-2b79-47cb-b456-6b25315828c8,,,7124.050000000001,7124.04
4c8c6480-4791-4ef4-b065-0ba4b3dca28e,,,83916.68000000002,83916.67
4c97901b-49b7-4edc-9cda-29dc31debc06,,,25762.18,25762.17
4c9d4696-5836-4a62-a37a-c9c38524ce92,,,503.22,503.23
4c9d4aa2-fce1-4d96-8595-a31df8e18b6b,,,9103.08,9103.07
4caad698-56de-472a-9cb6-66f60a04b0db,,,63567.25,63567.24
4cb48b17-8bfe-444c-af1d-94f924eda4b5,,,230085.06,230085.04
4cbc076c-7c04-47cc-88a6-cdbc57e4fc81,,,21632.06,21632.04
4cbe4a2c-30e3-4c7d-8ff7-e08958913715,,,2281.41,2281.42
4cc05153-3cf2-4b87-9c85-d1eba40b5bce,,,227449.21999999997,227449.23
4cc24e81-5691-44f2-8262-e81a27b5e81e,,,26720.939999999995,26720.96
4cc71ae4-6d6b-42b5-893b-a4e7740e5d67,,,6058.93,6058.92
4cc9a5c0-edde-4a95-8766-8272316bca59,,,47130.01,47130.03
4cceec97-21c8-47bc-bda0-a983e24318dd,,,4901917.619999998,4901917.71
4cdbb2af-f2a6-499c-815e-6d1b0f892d22,,,175477.59999999998,175477.62
4ce6a89c-c298-4f33-ae9d-be2812f0f3a6,,,4058.36,4058.37
4ce79142-8d59-4901-9af7-736c7d7fb814,,,9019.4,9019.39
4cf77e14-a148-48d0-aca1-8419c4917a9e,,,32454.69,32454.71
4d049dab-0327-4afc-8b0c-1f37f807b64a,,,8975.32,8975.33
4d05c2e3-88e9-4d91-ae16-c9f762771100,,,125490.54000000002,125490.52
4d092075-9de2-4e22-9b8b-cc6d6217dfe7,,,16625.220000000005,16625.24
4d0930b1-6394-4a9a-93b3-2d18ef92bcfc,,,40617.49,40617.5
4d0f34cf-628d-4e01-a469-cdb2fd87aa8b,,,78809.31000000001,78809.35
4d2550b5-7003-4e15-be52-9a57c06ed0f7,,,39888.7,39888.72
4d2b5409-f608-4648-b67a-dd8830d89546,,,3258.01,3258.0
4d36258c-6765-4b2b-8d2a-4e5181adadcf,,,784235.26,784235.29
4d3e94ee-61ba-4912-baca-1a06332cec19,,,219844.26,219844.28
4d40d145-08f8-4599-81f3-ae5ac4661ab9,,,7757.320000000001,7757.31
4d491edf-409a-4e34-9cfb-93f37d7509d6,,,5382.070000000001,5382.06
4d5f06fd-7c71-4f47-a55d-3fd0c3562f76,,,430213.66,430213.64
4d6678a6-aa69-4f50-85ce-f6c3ae812b08,,,104529.01,104529.02
4d77add0-2f28-4b87-81f4-222ecc482ed1,,,8267.220000000001,8267.21
4d875806-1947-4b39-8487-a1922017487e,,,36324.83,36324.82
4d8c60ec-339c-4808-8260-1de15ff519dd,,,6137.13,6137.14
4d9fd032-9d96-4ecf-9ced-f5f48420e797,,,14744.84,14669.4
4dc11366-aa03-4f86-8a9c-b909a6585cb1,,,3515.91,3515.92
4dc1c5ec-9c09-47f3-918f-fcbaf54f6864,,,906406.23,906406.25
4dc53ef9-ddfa-4b8b-a9ab-ae1a63f0380d,,,3857685.359999998,3857685.33
4dc6f048-0ea5-4b9c-a482-f6002a716227,,,25069.490000000005,25069.46
4dd99896-b521-4217-91e9-cc3892cab3f4,,,19511.46,19511.47
4ddf1f54-555c-4998-a2d7-30a0961985ef,,,803369.8299999997,803369.8
4de8794c-c4d0-4f73-a93a-b2d0cac6c149,,,2050581.5,2050581.48
4df4feda-7afd-4c42-85b1-41bb8b66cdba,,,71714.27,71714.26
4dfdc691-236d-4774-9e6d-dafa48124f2d,,,4340.1900000000005,4340.18
4e028e7b-ab06-4c63-adf4-ec85c10f64e3,,,16297.34,16297.35
4e19d75f-271e-487e-b339-b3303f32ecc6,,,101932.66000000002,101932.68
4e1bac44-7bc6-4d64-bf1c-060de6a7bcda,,,12637.6,12637.61
4e2b7df3-7fd4-4551-b545-601886a23104,,,8743.94,8743.93
4e2e3f9c-2a21-40c5-999d-8796f7d38499,,,52605.66,52605.68
4e318624-9450-445b-9613-2fcfb3681a98,,,49124.17999999999,49124.16
4e31b7e3-6e90-4f2f-8adc-2d8b2710e389,,,4661.59,4661.6
4e37d6ba-31d5-4554-9a16-9c88154dae40,,,1727.9399999999998,1727.92
4e4654f3-a4ff-4aa5-a138-52a8a30b2741,,,246811.65000000008,246811.67
4e46b274-d255-4675-a648-b585989792e8,,,116939.76999999996,116939.78
4e46fd84-32af-43fc-9351-a901beb7fccb,,,11174.61,11174.62
4e515d4c-8d94-4f42-8320-cd903cdc369c,,,175199.98000000004,175199.97
4e5514cc-f072-4cb1-9764-12e975c306cc,,,3755.4,3755.39
4e555451-3afb-4faf-bfcf-76ce02878542,,,167222.03000000003,167222.0
4e56fc66-d414-4d34-a885-a3751f7c227c,,,87886.32,87886.3
4e6b04af-ef37-4a64-bd0a-d597a10d7e89,,,2246629.63,2246629.59
4e6f1409-ec55-4143-bc02-64ae720c91bb,,,34997.78,34997.77
4e74d4b8-6dec-4992-85b8-f9381c0add6f,,,199722.15,199722.17
4e7b0d40-9a2f-4e1e-b46b-3873dd2c0f01,,,178858.32,178858.3
4e804364-b737-4157-b65e-d406539f48ea,,,7920.360000000001,7920.34
4e8fa5ed-99f9-4632-90f2-9caa7acf8c01,,,10948.99,10949.0
4e93e9b4-6cf2-4f9b-bc97-3b995ca75c44,,,71985.26,71985.29
4e96d2f8-8edd-4069-b625-e3a1bcfea467,,,5016.97,5016.96
4e971433-1375-4de9-be11-4fea593d83d1,,,51868.54,51868.53
4eab5705-73a1-4d0f-9397-30189ec4d373,,,764508.4100000001,764508.39
4eaca7b4-fbce-477e-bb69-b936edb42a49,,,7152.550000000001,7152.54
4eb03a2a-1400-4232-8f8e-9fa5b8e2df1f,,,9505.32,9505.33
4eb908b9-ad01-4832-8f23-48a16738033f,,,97308.76,97308.74
4eb99c07-f0ef-436d-b9cc-89020104da24,,,25590.109999999997,25590.13
4ebcd694-2380-4240-b405-3c151cf77b0f,,,1338009.2999999989,1338009.27
4ec011ca-b737-4384-85a0-19a34a4fb4a5,,,11542.31,11542.32
4ec70a44-851b-4297-af74-04a995e079bf,,,1175632.1000000008,1175632.12
4ec73bc0-6656-4319-b71c-d125c24fdce8,,,9989.82,9989.81
4ec86436-aa2d-4cb2-978b-c4c61b2bc215,,,2555.31,2555.32
4ec8fcfe-463c-4264-91d2-68cb8d373e55,,,8741.8,8741.81
4ecc90c2-1640-40d7-b819-486abef679d2,,,6318.3,6318.31
4ece3253-dce8-4c64-b0c9-3c5785f573cf,,,365027.29,365027.3
4ed95ea8-14e3-41fc-995b-5d49380784bb,,,83465.25,83465.27
4ee0b1d9-3e52-43bc-b958-f739a8f84a91,,,1819475.66,1819475.65
4ef2e0dd-741f-4e11-a220-04f52e3c9345,,,210840.09,210840.08
4ef6e679-2368-4ab2-ba8a-cc8ce0061f80,,,27828.26,27828.24
4efab306-7b04-4f08-9c1a-858241254484,,,374941.12,374941.13
4f0e8e08-8c5e-4a2c-a865-3b88ff00a8a0,,,51108.030000000006,51108.02
4f12fb48-215c-4146-8b0b-b71d608438a3,,,2169.15,2169.14
4f132383-2bb6-4667-81e1-095f2d46e055,,,57871.02,57871.03
4f1afcdd-17e6-480a-9871-cb4d7819fc2a,,,199722.57,199722.59
4f2319fc-da67-4519-8158-97a578b7564a,,,2182866.770000001,2182866.8
4f24439d-0633-4f68-872b-4000554791e9,,,11996.13,11996.12
4f3fedd9-cf38-4f62-bfd0-76324ea48cbf,,,60942.60999999999,60942.59
4f42dea2-bd2f-4d17-a79e-1f48737f6e74,,,986.43,986.42
4f468718-86e9-4575-96bf-1679c9dd5ddf,,,291666.39,291666.41
4f49eade-ec21-48e1-a69b-59c18bcc307a,,,19815.1,19815.09
4f4f28a7-90f4-4204-b7ac-31f13020816f,,,32487.050000000003,32487.04
4f542877-894f-4915-9b7e-99d5b1ed381f,,,11051.89,11051.88
4f58c71f-b01f-4992-8a60-07eff068461d,,,290162.48000000004,290162.46
4f5b6ccc-640c-4985-8a71-f56934140655,,,101067.77999999998,101067.79
4f5fd44b-1e26-47db-91fd-bb80032b2a63,,,84573.93000000002,84573.92
4f6ca4fb-3e04-4a80-8a35-e1b09aa10f73,,,173315.41,173315.44
4f76ef49-97f1-406a-8275-755a42741847,,,18766.1,18688.52
4f7a6535-4ac9-415b-bebb-690fb879241f,,,3150.7199999999993,3150.7
4f8c9711-480f-4f51-99b0-e98ad950cd88,,,260826.26000000004,260826.25
4f9a84e5-c574-4ccb-a6cc-62becd44129b,,,6284.03,6284.04
4fa7001e-882e-4d6c-be55-eb1eac81f5ee,,,5890.0,5890.01
4faf1875-3284-42db-8c12-2dc55e3633ce,,,52734.39,52734.4
4fb51c2e-64b5-4e4c-832c-d4c050c22628,,,10885.24,10885.25
4fba59e9-d5bd-490e-824b-c8f2765156cb,,,21928.89,21928.9
4fd6f4c4-efb5-43ee-a0f8-8ad8a546d9dd,,,36241.21,36241.23
4fd9e0e2-9013-4db5-841f-999c5be78491,,,539466.31,539466.29
4fe169ba-a46c-438c-b77c-bcd5368dd24c,,,14891.529999999995,14891.55
4fe6d73d-c958-4867-94b5-cedc0c37d61d,,,5119.88,5119.87
4ffa9c89-8b26-44dd-9a51-491942ffd8c8,,,59669.85,59669.86
4ffc14b1-bc08-49f4-9160-ef45f0bb824d,,,5683.42,5683.41
4ffee344-f65d-48ea-ad1f-fb34540e4831,,,33052.28,33052.27
5009756f-56b3-4f53-b67b-49a06bcd549c,,,3334.8,3334.79
5028f472-ae1a-4584-bc6c-4cd01eea44f0,,,4797.28,4797.29
502f09f4-57e8-4fb8-aa45-0f529ba1064f,,,163600.94,163600.9
504d970e-2746-4db4-804a-16650649fe73,,,4189.58,4189.59
505ae6a4-cde8-4e7c-a4a5-ca5fe4b7d93c,,,12691.170000000002,12691.19
505afafa-ce99-4eaa-80dd-bb171dbc8deb,,,1356.08,1357.59
505afc75-5256-4831-9f0c-10864b7f6b60,,,1364.0500000000002,1364.04
5062ac3e-b363-4d10-80b4-abef2dfc4727,,,5006.9,5006.91
50722e90-7bb1-46e4-a964-c9e5132996b3,,,2442958.8599999985,2442958.8
5078ea18-0218-4225-9e2c-2d03bedcc37d,,,29797.730000000003,29797.75
507a68c4-5b26-47b1-80d8-a74da5a41b3e,,,100114.23,100114.22
50824caf-4f0a-4c9b-a11e-ea757a320e27,,,89973.47,89973.45
5086b54b-fb2c-41ba-b3ee-342796fe6d1c,,,55116.06,55116.07
5086d950-7016-4e5d-9d96-ba1f5cc28782,,,321706.23000000004,321706.2
508b0512-1311-4359-8f6f-b2b999d1b907,,,33603.53999999999,33603.52
5090fee4-8605-49a9-a9a7-b5f7a7fdcfdc,,,51118.18,51118.15
50cf0708-1c7f-4c6f-a24c-cf14e8b93de7,,,32906.53,32906.52
50d68d06-848a-4ca5-9ce9-f6e3e14e183c,,,31096.550000000003,31096.54
50d93527-0f42-453e-a991-f833ea14ed72,,,4734.240000000001,4734.23
50e7d00a-9544-4892-8d07-fef8abbd3cf2,,,2313.41,2313.42
50e99e83-5fbd-4761-ac2f-d0328ccdf28e,,,106817.96,106817.98
50f4f07d-5833-4b88-9de6-e7cc3f4829cf,,,286841.3699999999,286841.39
50fcb66a-121a-47e2-8672-8e5c88bedc95,,,5567.29,5567.3
510ab83b-c99c-446c-9ceb-09ab680df232,,,6158.0199999999995,6158.03
5117523f-e8fd-47ce-b939-896bda410a25,,,7157.07,7157.09
511bfc7f-73e2-41ad-8426-23adafc23b58,,,2245.47,2238.23
5122b581-1175-46e9-bce5-5bd724662b94,,,6918.889999999999,6918.9
51264cf8-83e6-42c3-bd23-58ed2f79b069,,,115025.29,115025.31
512aae78-bfa7-496c-b33b-dae32277cded,,,60320.759999999995,60320.77
513e76d4-eeb0-4261-a411-c4c415d0f5ac,,,12397.35,12397.33
51473143-a89f-46b2-9541-523803405c86,,,167946.78,167946.77
5153c47d-783b-4003-9c47-fe3c078b0648,,,4830.5,4830.51
515f7d00-f9b5-4f19-bd2f-277395b6d355,,,35888.65,35888.66
5177b6c1-1bbe-4489-bb73-8ab7c5132ce8,,,27848.349999999995,27848.33
51a37d66-c8ba-4746-9bc9-13da56f03dff,,,118872.39,118872.38
51b7ca51-056d-457d-8608-1346396da780,,,6872.0,6872.01
51c85723-e15f-4ea3-9ab3-7331777bda4a,,,11136.97,11136.96
51ca46ee-8059-462a-b67c-c1a97deb4e80,,,114089.95000000004,114089.93
51e0e725-4d4c-4990-953e-94923fbda681,,,16633.26,16633.27
51ec225d-7f27-4160-b330-d81a68cf364a,,,171744.06999999995,171744.09
51eef0a9-ad96-49e1-b60d-900dcbbf1e2a,,,795584.25,795584.26
51f4fdd7-26d1-4682-b340-3bbbd40cf48b,,,56269.45999999999,56269.47
52080085-bdeb-49a1-aecb-9cb5027d4f07,,,386749.11999999994,386749.13
52189ddf-1d54-4a19-be1e-9bde462e72f0,,,575.44,575.46
521fbec0-16cd-4a48-86f5-50d21a55d079,,,9336.53,9336.54
52290ea2-fcde-4fee-b079-fb52c5e296df,,,491.78,491.77
52353739-7af3-488f-a433-4ea61a52a3a0,,,22618.46,22618.47
523cefac-f906-4ad6-80cc-ed50189be258,,,173115.79,173115.77
5242a914-f0b7-4097-bc05-55e245963bbc,,,3068.7299999999996,3068.74
52474095-c59f-4ffa-94c6-0bf8fa912aaa,,,3613.56,3613.55
52533fc5-7dda-4129-8fdc-a0f327671a77,,,5686.43,5686.42
526b8774-7bfa-4756-961b-c92e96f1df56,,,20679.0,20678.98
527717d0-2668-4bb8-9b99-250f3ceb0866,,,3214.6900000000005,3214.68
5278dd6e-bd71-4947-a779-618ac978dee9,,,20466.520000000004,20466.51
528330b7-86fe-4556-997c-e5e854aa6a9b,,,8293.52,8293.55
528bb89a-e241-4148-a6ca-80349bdc81d9,,,13283.649999999998,13283.66
528da738-df81-4699-83c4-5b77aa65e6ec,,,15808.37,15808.36
5297b955-7cb9-454d-aadf-64bb618c557a,,,14691.39,14684.68
52ada7d0-2166-42af-a408-25ae83f7dea6,,,26643.029999999995,26643.04
52aed726-f45c-4dc3-a8a2-0d390ac60360,,,133219.86000000002,133219.85
52be7ce4-2559-47d8-8a81-1591c7253e3f,,,1784.62,1784.61
52bf1835-e9ca-4736-acc3-68bcd4c0be1f,,,3753.0,3752.99
52c85aba-4a29-471a-bb64-afab83f6a3fc,,,12601.070000000002,12601.06
52cbd1aa-7154-4b3f-a292-4e20c228c432,,,620358.1199999999,620358.1
52ddeefb-d3c1-46cf-a690-b89940608504,,,32877.3,32877.27
52df8033-317f-4b9e-8eb7-875e86aca7e3,,,57866.17,57866.19
52e0ff54-dd55-4b88-bb67-c276c79fba20,,,2845.69,2845.68
52e3582e-c976-4d0a-aa6d-2aacff5b87b5,,,14840.81,14793.62
52e5fb2e-2d0d-4769-9180-b3e17010f47e,,,6152.44,6152.45
52e95e8e-72dd-4584-be1c-e62041cd3aa9,,,574611.38,574611.4
52f06a84-37a9-4191-8173-dcd1fa1b699d,,,49786.189999999995,49786.17
52f1c234-78be-48c5-a2c9-6396ca1f62c4,,,60833.88999999999,60833.87
52f245f1-1ae3-4140-817a-0f42ce2afc80,,,20703.72,20703.71
52faa8de-c8e7-4647-8776-be2621b63445,,,10254.14,10254.13
5307f4d6-7264-4fa5-877a-5ab1cee7f432,,,3068.59,3068.57
5309c8d3-3a78-475d-9b4f-7f2bc95a1c3d,,,8428.85,8428.86
530cd087-3c68-4ecb-b032-eeed54673cbf,,,5799.13,5799.14
53127af4-72b8-4987-a68f-e74e9d9b6e13,,,6824.09,6824.08
5317c300-0af8-4772-afb6-29502280a477,,,313469.64999999997,313469.63
531fe24c-50a7-4016-b945-20e63de0d622,,,24430.590000000004,24430.58
5324b6d6-e93f-4a46-b8fb-9e8934dc1fd8,,,319030.55,319030.56
53262dc3-7909-4d44-a4af-cf976f6c4ba7,,,753.9300000000001,753.92
532b5d6a-ae9d-48e7-9ae9-4ee0c98ab4ae,,,311251.55,311251.54
5332cca1-6111-42cc-ac5a-bd48bd657cde,,,5528.25,5528.24
535a6ccd-af38-436b-83c4-09b60d0c2fff,,,179881.86999999997,179881.88
535b49a6-1e37-487c-9e98-d12c6ca4700d,,,19541.710000000003,19541.7
535b769c-db20-4138-988c-e2219b0a6ff9,,,3508.3,3508.29
535d153d-51a7-4f5a-abe3-1466af7ec873,,,8830.74,8830.73
535e9e2a-4268-49f7-aa1c-58d60433df0a,,,1353841.0399999996,1353841.08
53677c23-8912-4bbd-8dcd-9de38641e83b,,,7748.970000000001,7748.95
537618ae-5406-4942-8725-4f0c9b91d949,,,29049.14,29049.15
53790c04-0453-412f-ba04-0935645ebcc8,,,1388197.0699999998,1388197.08
5388a9e5-b97d-4fe2-9269-bb0a958b7a4c,,,1357871.5799999998,1357871.56
5399c60b-f487-4afe-bf2d-8c128abc7da5,,,44484.42,44484.43
53a6e4f3-944b-4f47-86a0-b90644000b29,,,3067.83,3067.84
53ae7bf6-35f6-4294-8af1-44fa99eff9c4,,,12160.59,12160.58
53b384a4-6972-4745-95ae-f831d0970c33,,,845016.1299999997,845016.17
53b9fe4c-6719-460f-9959-16e5f711df17,,,238502.91,238502.93
53be17f2-5a63-4dae-a4a4-081918f9885b,,,5575.48,5575.49
53c78828-e868-48a0-a45d-d8b84996be66,,,236808.58,236808.57
53c82075-e82d-40ca-9e47-da2e67c38595,,,9988.589999999998,9988.61
53d16641-88f9-41ac-b08f-9ad5e66d41f8,,,5230.26,5230.25
53e94003-9c58-4a7e-b91e-43e8651c3927,,,9900.25,9900.27
53ef58a4-2e38-4114-81f5-19ea8364bc61,,,850786.0000000002,850786.02
53f2f609-62d6-4e3e-a187-81ac8e8a0356,,,668.06,668.07
53f8c89e-fdab-48c2-84c5-c49395ea622e,,,3134.73,3134.72
53fae5f0-5d2f-4713-ab00-9a7ae4d45ede,,,1864.01,1864.0
53fe1693-3bbc-48ed-a599-b8e9767f7b55,,,11533.25,11533.26
540b0558-7dbe-4101-871f-0e006b8cc08d,,,9308.35,9308.34
540e0974-997f-4073-a3a6-a264e0e9b19c,,,599601.2399999998,599601.28
5410bfeb-fb29-451f-be04-0ece5d0d8641,,,68881.78000000001,68881.77
541cb5ce-017c-4ee7-afc6-28f613f7aca8,,,34588.590000000004,34588.61
542045f9-c872-45a3-851b-aee030d69825,,,5580.139999999999,5580.15
5420db4e-2186-4c63-a79e-d14ff4dbf068,,,76887.29,76887.31
5422fcbb-accb-49f3-966d-7dfb181b517b,,,1324.12,1324.11
542cd911-2499-4f48-a92a-cad42c7e8595,,,1695.2099999999998,1695.19
5442b899-9f7b-4dab-a2e0-d6af82628934,,,60952.810000000005,60952.8
5444d678-05d9-4be0-9024-d4aebe2a451c,,,69704.45,69704.43
544b20f5-674c-427c-bc13-4798442bebed,,,116.78,116.79
544cdbf9-df1e-4cea-9d3c-32b38a7f5f78,,,21149.05,21149.03
544ce5c0-e979-4f33-b2b2-504933f98c27,,,2243.4199999999996,2243.43
5453d611-d11a-4ee7-89d4-4ac97fe7dd17,,,37247.66,37247.67
545e804e-707b-4bd3-8c76-b17c88060b37,,,10524.19,10524.2
54637e2e-037f-4425-a454-b6a15798f0b5,,,1020122.4300000002,1020122.41
546a0065-1dc8-42b9-9975-ca8b83a81810,,,4211703.220000003,4211703.26
546a6a0a-8412-4935-a5ee-a70705995a46,,,337467.11,337467.12
546b9773-8e6a-44c1-bce9-faaa4bb076c6,,,227020.70999999996,227020.68
5482b073-1d6d-40e6-901a-791a7ef35cd2,,,87056.41999999998,87056.44
5485836d-059f-41eb-8dd3-22c28026b10a,,,37559.920000000006,37559.91
54941771-0b35-4f2a-a3a2-952d62531ab3,,,5822.74,5822.73
54ae8be8-45e0-47e9-b13b-2311b341b130,,,46431.04,46431.03
54b19226-1b2d-4559-a31e-aaa24e3db4dd,,,284563.9200000001,284563.94
54b50237-cbc2-4dc9-a76a-b1011020ded2,,,8337.14,8337.13
54c2c299-4775-4909-8874-a356b5cd7e96,,,5853.46,5853.47
54cfb011-f533-4cab-92ba-91a4f808f29a,,,128550.06,128550.07
54d6674b-6379-4fc6-9c1c-3814e88dd8b6,,,132070.80999999997,132070.83
54df7f0b-d8f9-4bc8-b51a-12a1c2c9bef8,,,3233.1400000000003,3233.13
54dfadcf-b509-4f76-8a73-12f806b557f5,,,3913.85,3913.86
54dfae75-06d7-4e17-bed6-bc1ff2d39575,,,5353.31,5353.3
54e3641e-1740-4d5b-89e5-2edce1eb4cc9,,,244935.24,244935.23
54e55616-8a55-414d-b58c-f1a18cbe7b39,,,86391.56,86391.57
54e79e96-00ff-4f6b-b039-8322279c49d3,,,2409.7399999999993,2409.75
54f78495-d81e-48c4-9413-ae51874ecd5f,,,204691.48,204691.47
55056593-d704-494d-8d40-536c797b25c9,,,15723.31,15723.3
55074f60-89ca-40db-9045-a82b38e21aff,,,389950.56999999995,389950.61
55112dd5-e925-4f14-8725-308008282b85,,,4470.420000000001,4470.41
551432f2-7e0d-47d3-a0ff-69bfab6d8cd8,,,88630.42,88630.44
55154018-f7fc-4339-8d7f-744e15d3b3cf,,,75800.79,75800.81
5515776e-58db-4a1b-b153-878d34808dfc,,,16871.55,16871.53
552775ce-e5a3-4d74-b002-0faf6f0047ec,,,167476.04000000004,167476.07
55296603-85f7-4300-8f9d-2c911ad66aa8,,,55885.8,55885.79
552f5b14-e72c-4ee6-8e8f-0c118eeda0c7,,,1716.87,1716.86
55321b35-28e3-4a90-a5d2-0b250bca6436,,,4139.53,4139.54
55351a92-88ea-4be9-9a60-892804173a8c,,,102958.85,102958.87
5539b3dc-e775-4596-8003-92c6e9ed4e2f,,,3285.17,3285.16
553bebfe-2335-441d-af69-5bd4d265d0ce,,,19850.189999999995,19850.2
553cfa45-89e0-47be-93b7-bfa62204af69,,,1173612.49,1173612.48
55448328-1058-42e5-bc57-6be7757a2b1b,,,665531.7300000001,665531.75
55488260-8d96-4ab9-9a8d-7e6731c85244,,,522034.83,522034.8
554df5a2-336f-4e00-904e-245d79faa1ca,,,94548.18,94548.2
555972ce-87e4-4506-96be-b619c2f05982,,,4816.51,4816.5
55709e60-42ff-48c5-8d7d-3b274476c579,,,13072.420000000002,13072.44
557c41ad-be40-46bb-b062-fb0bd42a6c59,,,742397.9200000004,742397.95
558a97b3-38d7-48fa-97ee-cc33dad96c55,,,6846.69,6846.7
558d4b12-e059-45ba-91c0-afe5d8b4bde8,,,481745.8599999998,481745.83
5590b59b-85b2-40cb-9c63-e2482c09805c,,,2155.81,2155.82
55946439-1707-49bf-8b29-01a9ae7a2c70,,,22864.24,22864.27
5597a10d-b9f1-4179-b6c5-a7c9ccbc4f80,,,23194.96,23194.97
55a4dfc6-fd21-4dbf-a80d-6db1264553eb,,,17516.79,17516.77
55ae820f-f9bb-449c-b060-9138591545f3,,,12679.44,12679.45
55b1e1a2-5ee1-48fb-8f7d-10fd554e0c5b,,,111577.93000000002,111577.91
55cd7c42-a834-4024-a2b1-34277d2c2686,,,71122.3,71122.32
55d4d69c-57fc-4e08-bed5-60d91c6da7d4,,,503951.6800000001,503951.7
55e1e02a-1661-4c43-8c5e-f13076a4192b,,,30578.679999999997,30578.69
55e25c7e-ab98-41a7-88cb-03db1b733ec5,,,54039.06000000001,54039.08
55eb5219-3ac7-4860-9d68-4b90bcfbfcf5,,,47724.8,47724.81
55f519d9-4e29-4041-ade1-c6ade7803a32,,,3614.230000000001,3614.22
55f764da-e31c-49ca-828a-b989b1fc0ce4,,,20992.99,20992.98
560c4f7f-1a25-4fa1-8a79-ac824a82b10d,,,162253.67,162253.66
560df329-8b7a-47be-bc1b-bd385bd27f0e,,,43036.03,43036.02
56131f75-a984-4dec-a077-a4dc8c9e12ac,,,10220.87,10220.88
5616e4fa-f3f7-4ad2-bd4d-b1d44af9debf,,,8066.700000000001,8066.69
561fd940-f6ff-41d7-88a6-f637b7fc75aa,,,1175.0099999999998,1175.02
56241d3c-489f-4c9a-bde4-f76a00b12274,,,6187.950000000001,6187.94
